Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
"Se Arrienda Departamento En Muy Buen Sector, Las Condes",UF17,1 dormitorio,1 baño,55 m² útiles,"La Capitanía 900 - 1200, Sebastián..."
Ecuador 4570 - Depto 1d1b - Oferta 2 Meses En $200.000,$280.000,1 dormitorio,1 baño,34 m² útiles,"Avenida Ecuador 4570, Metro Ecuado..."
"Moderno, Luminoso Y Muy Bien Distribuido  D 406",UF17,2 dormitorios,2 baños,50 m² útiles,"Domingo Faustino Sarmiento 338, De..."
Curiñanca 715 - Depto Tipo Estudio- San Miguel,$250.000,1 dormitorio,1 baño,24 m² útiles,"Curiñanca 715, San Miguel, Chile, ..."
Barrio Parque Santiago - Proximo Estacion Metro Las Rejas,$330.000,1 dormitorio,1 baño,40 m² útiles,"Pasaje Titán 4900, Santiago, Estac..."
Departamento Central 2 Dormit./2 Baños/estac. Y Bodega,$620.000,2 dormitorios,2 baños,52 m² útiles,"Ongolmo 551, Centro De Concepción,..."
"Depto 2d2b Calle Diecicho 690, Santiago - Metro Toesca",$380.000,2 dormitorios,2 baños,62 m² útiles,"Dieciocho 690, Parque Almagro, San..."
Moderno Vista Despejada Amplias Terrazas Plaza Alcaldesa,UF32,2 dormitorios,3 baños,108 m² útiles,"California 2100 - 2400, Providencia"
Depto 1d1b- Eleuterio Ramirez 1024- Oferta 2 Mese $200.000,$280.000,1 dormitorio,1 baño,30 m² útiles,"Eleuterio Ramírez 1024, Santiago, ..."
Oferta Arriendo Depto 2d 2b  Avenida Michimalonco $490.000,$490.000,2 dormitorios,2 baños,48 m² útiles,"Avenida Michimalonco, Villa San Pe..."
Departamento En Edmundo Eluchans,UF19,3 dormitorios,2 baños,96 m² útiles,"Avenida Edmundo Eluchans, Reñaca, ..."
Depto. Junto A Municipalidad Independencia,$300.000,2 dormitorios,1 baño,38 m² útiles,"Avenida Independencia 801, Hospita..."
A Pasos Metro El Llano,$550.000,2 dormitorios,2 baños,65 m² útiles,"José Joaquín Vallejos 1260, El Lla..."
Departamento En Arriendo (la Cisterna Ve0037),$230.000,1 dormitorio,1 baño,25 m² útiles,"Av. El Parrón 103, El Parrón, La C..."
Departamento En Arriendo (san Bernardo Ve0011),$431.500,2 dormitorios,2 baños,50 m² útiles,"Urmeneta 32, San Bernardo"
Edificio Barcelona Departamento Mariposa 2d 2b Box 4 Bodegas,$530.000,2 dormitorios,2 baños,85 m² útiles,"Prieto Nte. 502, 4801074 Cautin, T..."
Buen Departamento Con Excelente Ubicación,$230.000,1 dormitorio,1 baño,28 m² útiles,"Arturo Prat 324, San Diego, Santia..."
Departamento Segundo Piso San Felipe El Real En Arriendo,$350.000,3 dormitorios,1 baño,50 m² útiles,"Avenida 12 De Febrero, Sur De San ..."
Depto En Arriendo Con Vista Al Mar Y Al Aconcagua,$600.000,3 dormitorios,2 baños,80 m² útiles,"Maroto 1440, La Boca, Concón"
"Insuperable Ubicación, Departamento Nuevo, Full Eléctrico",$600.000,2 dormitorios,2 baños,66 m² útiles,"Phillippi 771, Estadio Germán Beck..."
Amoblado Depto Cantagallo 1d+1baño+terraza,$790.000,1 dormitorio,1 baño,43 m² útiles,"Cam. San Francisco De Asis 115, Sa..."
Ubicación En Un Bello Entorno,UF14,1 dormitorio,1 baño,42 m² útiles,"Tomás Guevara 2700 - 3000, Las Lil..."
Plaza Nuñoa,$390.000,1 dormitorio,1 baño,45 m² útiles,"Humberto Trucco, Plaza Ñuñoa, Ñuñoa"
Bello Departamento A Pasos Metro Alcantara,UF40,3 dormitorios,2 baños,128 m² útiles,"Gertrudis Echenique 1 - 300, Barri..."
Con Inmejorable Conectividad Y Estupenda Orientación,UF45,3 dormitorios,3 baños,140 m² útiles,"Cam. Turístico 11758, Lo Barnechea..."
Cercano Departamento A Metro Toesca/ Almirante Latorre!!,$380.000,2 dormitorios,2 baños,51 m² útiles,"Almirante Latorre, Barrio Repúblic..."
Se Arrienda Amplio Departamento En Ainavillo,$800.000,4 dormitorios,3 baños,102 m² útiles,"Ainavillo 485, Barrio Oriente - La..."
Se Arrienda Depto Nuevo 2d+1b+est+bodega En San Miguel,$410.000,2 dormitorios,1 baño,58 m² útiles,"Álvarez De Toledo 706, El Llano, S..."
,$900.000,2 dormitorios,2 baños,70 m² útiles,"Llewellyn Jones/ Pocuro, Las Lilas..."
"Departamento En Arriendo, Lo Barnechea",UF54,5 dormitorios,4 baños,158 m² útiles,"El Gabino 12900 - 13200, La Dehesa..."
"Departamento Amoblado En Arriendo, Lo Barnechea",UF54,5 dormitorios,4 baños,158 m² útiles,"El Gabino 12900 - 13200, La Dehesa..."
Departamento En Arriendo De 2 Dorm. En Providencia,UF19,2 dormitorios,2 baños,65 m² útiles,"Providencia/huelen, Salvador, Prov..."
Oportunidad! Arrienda Depto Nuevo Con G/ C En Villarrica,$350.000,2 dormitorios,1 baño,65 m² útiles,"Segunda Faja, Villarrica Alto, Vil..."
"Departamento En Arriendo, Estacionamiento Y Bodega, Recoleta",$400.000,1 dormitorio,1 baño,36 m² útiles,"Maestra Lidia Torres 1 - 300, Cerr..."
Arriendo Departamento Amoblado De Lujo Moderno Parque Arauco,UF95,2 dormitorios,3 baños,130 m² útiles,Parque Arauco | Departamento Arrie...
"Departamento En Arriendo, Recoleta",$350.000,1 dormitorio,1 baño,36 m² útiles,"Maestra Lidia Torres 1 - 300, Cerr..."
,UF55,4 dormitorios,4 baños,240 m² útiles,"Americo Vespucio / Kennedy, Parque..."
,$280.000,1 dormitorio,1 baño,32 m² útiles,"Departamental Con Gran Avenida, Lo..."
"Departamento En Arriendo Calle Querétaro, Vitacura",UF39,3 dormitorios,2 baños,100 m² útiles,"Querétaro 1500 - 1800, Vitacura, C..."
Cocina Independiente. Con Estacionamiento Y Bodega,$420.000,2 dormitorios,2 baños,60 m² útiles,"Pérez Freire 1879, Parque O'higgin..."
Se Arrienda Dpto  En El Tabo 3d+2b Con Estacionamiento,$450.000,3 dormitorios,2 baños,72 m² útiles,"Esmeralda 1525, El Tabo, Chile, Ba..."
Promoción 50% 1y2 Mes - Metro Ecuador; 1 D +1 B + Bod; Codjc,$250.000,1 dormitorio,1 baño,32 m² útiles,Radal Del Obispo Francisco Anabaló...
"Departamento En Arriendo Av. Grecia, Ñuñoa",$900.000,3 dormitorios,2 baños,95 m² útiles,"Av. Grecia 900 - 1200, Estadio Nac..."
Amoblado - Moderno - El Golf - Excelente Estado,$2.590.000,3 dormitorios,3 baños,140 m² útiles,"Las Torcazas 200, 7.5498e+06 - 7.5..."
"Departamento En Arriendo Estilo Mariposa, Exequiel Fernández",UF15,2 dormitorios,2 baños,63 m² útiles,"Exequiel Fernández 1200 - 1500, Es..."
Departamento Duplex - Norte - 3 Dorm + Servicios - Robles,UF48,3 dormitorios,3 baños,140 m² útiles,"Robles 12600 - 12900, La Dehesa, L..."
"Arriendo En Moneda, 2 Dorm 2 Bañ 1 Estc Y Bod, Santiago",$460.000,2 dormitorios,2 baños,50 m² útiles,"Moneda 1500 - 1800, Santiago, Chil..."
"El Tranque, 3d 3b 2 Estac 1b Excelente Conectividad",UF37,3 dormitorios,3 baños,131 m² útiles,"Av. El Tranque 12300 - 12600, La D..."
Departamento En Centro De Viña Del Mar,$750.000,3 dormitorios,2 baños,120 m² útiles,"Metro Viña Del Mar, Centro De Viña..."
"Departamento Arriendo, Diagonal Paraguay, Santiago",$370.000,1 dormitorio,1 baño,38 m² útiles,"Diag. Paraguay 1 - 300, Santa Isab..."
"Arriendo Depto D3 B2 E B Ñuñoa, M. Plaza Egaña",$800.000,3 dormitorios,2 baños,98 m² útiles,"Avenida Irarrázaval 5091, Diagonal..."
Tourvirtual - Dpto San Martin 733 2d2b,$460.000,2 dormitorios,2 baños,49 m² útiles,"San Martín 733, Santiago, Centro H..."
Espectacular Dpto. Calle Holanda/ñuñoa/2d+2b+2est+1bod,UF25,2 dormitorios,2 baños,70 m² útiles,"Holanda 3600 - 3900, Plaza Ñuñoa, ..."
Departamento 2d1b Población Granadilla Excelente Estado,$300.000,2 dormitorios,1 baño,40 m² útiles,"Santa Inés, Santa Inés, Viña Del M..."
Arriendo Depto 1d 1b C.valdovinos 1055 San Miguel,$330.000,1 dormitorio,1 baño,31 m² útiles,"Av. Carlos Valdovinos 1055, El Lla..."
Arriendo Depto 1d 1b C Valdovinos 1055 San Miguel,$330.000,1 dormitorio,1 baño,31 m² útiles,"Av. Carlos Valdovinos 1055, El Lla..."
Arriendo Depto 2d 1b Ecuador 4707,$300.000,2 dormitorios,1 baño,42 m² útiles,"Av. Ecuador 4707, Metro Ecuador, E..."
Amplio Departamento En Primer Piso Con Patio En Reñaca.,$1.100.000,3 dormitorios,2 baños,110 m² útiles,"Salvador Vergara 2, Viña Del Mar, ..."
Exclusivo Y Amplio Dpto 4d + 4b,UF52,4 dormitorios,3 baños,159 m² útiles,"Contralmirante Fernández Vial  Sn,..."
Hermoso Y Fino Departamento. Sin Muebles. Año Corrido,$1.200.000,4 dormitorios,3 baños,139 m² útiles,"Av. Benidorm 585, Viña Del Mar, Ch..."
"Excelente Departamento. Marzo Diciembre. Ejecutivos, Empresa",$1.500.000,3 dormitorios,3 baños,140 m² útiles,"Av. Coraceros 50, Viña Del Mar, Ch..."
Arriendo Departamento 3 Dormitorios En Puerto Montt,$500.000,3 dormitorios,2 baños,60 m² útiles,"Calle Nueva Ote. 4 5542, Puerto Mo..."
Moderno Depto Ñuñoa 3d+2b+1e+1bod,$1.300.000,3 dormitorios,2 baños,80 m² útiles,"Estrella Solitaria 5100 - 5400, Pl..."
Departamento Amoblado Dos Dormitorios En Puerto Montt,$600.000,2 dormitorios,1 baño,58 m² útiles,"Volcán Corcovado 5800, La Paloma, ..."
Arriendo Departamento Nuevo Dos Dormitorios En Puerto Montt,$530.000,2 dormitorios,2 baños,52 m² útiles,"Volcán Corcovado 5820, La Paloma, ..."
Disponible 02 Enero 2025,$1.050.000,2 dormitorios,2 baños,100 m² útiles,"Pedro Torres, Parque Juan Xxiii, Ñ..."
Amoblado Y Muy Seguro Departamento Lado De Mall Open Plaza,$480.000,3 dormitorios,2 baños,70 m² útiles,"Av. Benavente 908, 1840012 Limari,..."
Departamento De 3 Dormitorios Ubicado En Quilpue.,$400.000,3 dormitorios,1 baño,57 m² útiles,"Lago Lanalhue 1800 - 2100, Belloto..."
Arriendo Departamento 2 Dormitorios 1 Baño En Puerto Montt,$500.000,2 dormitorios,1 baño,48 m² útiles,"Calle Nueva Ote. 4 5542, Puerto Mo..."
Arriendo Departamento Tres Dormitorios En Puerto Montt,$400.000,3 dormitorios,1 baño,48 m² útiles,"Volcán Corcovado 5586, La Paloma, ..."
Arriendo Departamento Amoblado Un Dormitorio En Puerto Montt,$450.000,1 dormitorio,1 baño,40 m² útiles,"Buin 356, Centro De Puerto Montt, ..."
Departamento Nuevo En Arriendo  En El Centro De Concepción,$430.000,1 dormitorio,1 baño,36 m² útiles,"Las Heras 1500 - 1800, Barrio Orie..."
Arriendo Departamento Dos Dormitorios En Puerto Montt,$370.000,2 dormitorios,1 baño,54 m² útiles,"Aeropuerto Mocopulli, Puerto Montt"
Arriendo Departamento Amoblado En Puerto Montt,$460.000,2 dormitorios,1 baño,48 m² útiles,"Volcán Corcovado 5582, La Paloma, ..."
Cómodo Departamento Con Excelente Ubicación,$700.000,2 dormitorios,2 baños,45 m² útiles,"Las Nieves 3420, Vitacura, Chile, ..."
Lindo Departamento En Edificio Full,$770.000,2 dormitorios,2 baños,70 m² útiles,"Los Talaveras 1 - 300, Ñuñoa, Chil..."
Departamento En Arriendo En Vitacura,UF32,3 dormitorios,2 baños,122 m² útiles,"Nueva Costanera, Parque Bicentenar..."
Departamento Remodelado Con Vista Despejada,UF38,3 dormitorios,3 baños,120 m² útiles,"Juan Xxiii 6000 - 6300, Vitacura, ..."
Amplio Cocina Separada 2 Dorm 2 Baños Office Estacion Bodega,$550.000,2 dormitorios,2 baños,71 m² útiles,"Santos Dumont 600 - 900, Cerro Bla..."
"Oportunidad Unica! Depto 2d-2b Vista Oriente, La Florida",$380.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Vicuña Mackenna 6839, La F..."
Excelente Oportunidad! Depto 2d-2b La Florida,$380.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Vicuña Mackenna 6839, Plaz..."
Departamento En Arriendo En Concepción,$460.000,3 dormitorios,2 baños,79 m² útiles,"Caupolican, Concepción Centro, Cen..."
Mall Plaza Vespucio 1 Dormitorio 1 Baño Entrega Inmediata.,$320.000,1 dormitorio,1 baño,32 m² útiles,"Calle Nueva 141, Plaza Vespucio, L..."
Cuarta Av. A Pasos Del Metro 1 Dormitorio Fijo Sin Reajustes,$270.000,1 dormitorio,1 baño,31 m² útiles,"Cuarta Avenida 1170, Ciudad Del Ni..."
Amplio Y Moderno Depto Con Vista Panorámica A Todo Santiago,UF59,4 dormitorios,4 baños,168 m² útiles,"San Carlos De Apoquindo, San Carlo..."
A Estrenar | Metro Rodrigo De Araya,$310.000,1 dormitorio,1 baño,32 m² útiles,"Til Til 1993, Estadio Nacional, Ñu..."
Departamento En Arriendo De 2 Dorm. En Ñuñoa,$720.000,2 dormitorios,2 baños,80 m² útiles,"Metro Plaza Egaña, Plaza Egaña, Ñu..."
Metro El Parrón 1 Ambiente Estudio Rebajado X 3 Meses.,$200.000,1 dormitorio,1 baño,20 m² útiles,"Av. El Parrón 113, El Parrón, La C..."
Gran Departamento Con Jardín Y Vista Panorámica,UF79,5 dormitorios,5 baños,320 m² útiles,"Raimundo Larraín 9915, Santiago, V..."
Hermoso Depto En Lyon Con Bilbao 2d-2b,$700.000,2 dormitorios,2 baños,60 m² útiles,"Av. Ricardo Lyon 1767, Inés De Suá..."
"Arriendo Departamento Concepción, Victor Lamas",$600.000,2 dormitorios,2 baños,65 m² útiles,"Victor Lamas, Concepción, Centro D..."
Amplio Departamento En Plena Avenida Alemania Remodelado,$800.000,3 dormitorios,3 baños,120 m² útiles,"Av. Alemania 600 - 900, Estadio Ge..."
Departamento Cercano Metro Escuela Militar,$1.100.000,3 dormitorios,3 baños,88 m² útiles,"Cruz Del Sur 300 - 600, Metro Escu..."
Departamento Cercano Rotonda Atenas,UF21,2 dormitorios,2 baños,70 m² útiles,"Pontevedra 900 - 1200, Rotonda Ate..."
Departamento Condominio Raúl Labbe,$690.000,2 dormitorios,1 baño,59 m² útiles,"Av. Raúl Labbé 13200 - 13500, Anti..."
Departamento Agustinas Id: 119774,$225.000,1 dormitorio,1 baño,23 m² útiles,"Agustinas, Barrio Yungay, Santiago"
Departamento Madreselvas Id: 141126,$650.000,3 dormitorios,2 baños,67 m² útiles,"Madreselvas, Las Dalias, Macul"
Se Arrienda Departamento De 3 Dormitorios En Peñuelas Norte,$395.000,3 dormitorios,1 baño,47 m² útiles,"Peñuelas Nte. 186, Avenida Costane..."
Departamento Avenida Providencia Id: 142148,$1.100.000,4 dormitorios,3 baños,167 m² útiles,"Avenida Providencia, Salvador, Pro..."
Departamento Porvenir Id: 138747,$450.000,2 dormitorios,1 baño,60 m² útiles,"Porvenir, Barrio Diez De Julio, Sa..."
Departamento Rodrigo De Araya Id: 88091,UF5,1 dormitorio,1 baño,34 m² útiles,"Rodrigo De Araya, Estadio Nacional..."
Departamento Portugal Id: 133987,$760.000,5 dormitorios,2 baños,115 m² útiles,"Portugal, Santa Isabel, Santiago"
Departamento Titan Id: 108488,$195.000,3 dormitorios,1 baño,54 m² útiles,"Titan, Metro Las Rejas, Estación C..."
Departamento Domeyko Id: 141121,$195.000,1 dormitorio,1 baño,35 m² útiles,"Domeyko, Barrio República, Santiago"
Departamento Claudio Arrau Id: 138689,UF14,3 dormitorios,2 baños,70 m² útiles,"Claudio Arrau, Barrancas, Pudahuel"
Departamento Domeyko Id: 141120,$195.000,1 dormitorio,1 baño,35 m² útiles,"Domeyko, Barrio República, Santiago"
Departamento Unión Id: 137793,$450.000,3 dormitorios,2 baños,74 m² útiles,"Unión, Cerro Blanco, Recoleta"
Departamento Avenida Fernández Albano Id: 139490,$480.000,2 dormitorios,2 baños,57 m² útiles,"Avenida Fernández Albano, El Parró..."
Departamento Avenida Quilín Id: 140933,$560.000,2 dormitorios,1 baño,52 m² útiles,"Avenida Quilín, Metro Carlos Valdo..."
Departamento Santa Elisa Id: 137148,$350.000,2 dormitorios,2 baños,50 m² útiles,"Santa Elisa, Lo Ovalle, La Cisterna"
Departamento Francisco De Paula Id: 141630,$430.000,1 dormitorio,1 baño,38 m² útiles,"Francisco De Paula, Estadio Nacion..."
Departamento Avenida Escuela Agrícola Id: 138935,$530.000,2 dormitorios,2 baños,58 m² útiles,"Avenida Escuela Agrícola, Metro Ca..."
Departamento Avenida Libertador Bernardo O'higgins Id: 87649,UF7,2 dormitorios,1 baño,48 m² útiles,Avenida Libertador Bernardo O'higg...
Departamento Villasana Id: 136220,$342.000,3 dormitorios,1 baño,54 m² útiles,"Villasana, Parque Padre Renato Pob..."
Departamento Avenida Manuel Rodríguez Id: 138290,$450.000,2 dormitorios,2 baños,61 m² útiles,"Avenida Manuel Rodríguez, Centro H..."
Departamento Juan Martínez De Rozas Id: 133722,$324.000,2 dormitorios,1 baño,40 m² útiles,"Juan Martínez De Rozas, Gruta De L..."
Departamento Avenida Santa Rosa Id: 116042,$585.000,3 dormitorios,2 baños,65 m² útiles,"Avenida Santa Rosa, Santa Isabel, ..."
Departamento Isabel Riquelme Sur Id: 141124,$400.000,3 dormitorios,1 baño,54 m² útiles,"Isabel Riquelme Sur, Avenida Lumen..."
3 Dormitorios 2 Baños  | Jardines De Hayquique | Sector Sur,$800.000,3 dormitorios,2 baños,110 m² útiles,"Av. Proyectada 2120, Huayquique, I..."
Departamento Avenida Santa Rosa Id: 138169,$300.000,2 dormitorios,1 baño,45 m² útiles,"Avenida Santa Rosa, Ciudad Del Niñ..."
Departamento Avenida España Id: 119354,$350.000,1 dormitorio,1 baño,25 m² útiles,"Avenida España, Barrio República, ..."
Departamento Fundicion Libertad Id: 141909,$420.000,1 dormitorio,1 baño,40 m² útiles,"Fundicion Libertad, Barrio Yungay,..."
Departamento Avenida Escuela Agrícola Id: 137488,$340.000,1 dormitorio,1 baño,30 m² útiles,"Avenida Escuela Agrícola, Metro Ca..."
Departamento María Auxiliadora Id: 141532,$324.000,2 dormitorios,1 baño,49 m² útiles,"María Auxiliadora, El Llano, San M..."
Departamento Mosqueto Id: 92231,$375.000,1 dormitorio,1 baño,40 m² útiles,"Mosqueto, Centro Histórico De Sant..."
Departamento José Miguel Infante Id: 140467,$490.000,3 dormitorios,1 baño,55 m² útiles,"José Miguel Infante, José Manuel B..."
Departamento Compañía De Jesús Id: 115731,$300.000,1 dormitorio,1 baño,24 m² útiles,"Compañía De Jesús, Barrio Brasil, ..."
Departamento Ñuñoa Id: 138729,UF23,2 dormitorios,2 baños,75 m² útiles,"Tucapel 233, 7770403 Ñuñoa, Región..."
Departamento Primera Avenida Id: 138867,$445.000,2 dormitorios,2 baños,42 m² útiles,"Primera Avenida, Ciudad Del Niño, ..."
Departamento Manuel Montt Id: 142447,$640.000,1 dormitorio,1 baño,42 m² útiles,"Manuel Montt, Metro Monseñor Eyzag..."
Departamento Dardignac Id: 139224,$500.000,2 dormitorios,2 baños,52 m² útiles,"Dardignac, Bellavista, Recoleta"
Departamento Santa Cristina Id: 141870,$400.000,1 dormitorio,1 baño,27 m² útiles,"Santa Cristina, Escuela Agrícola, ..."
Departamento Hipódromo Chile Id: 141629,$230.000,1 dormitorio,1 baño,20 m² útiles,"Hipódromo Chile, Plaza Chacabuco, ..."
Departamento San Eugenio Id: 141086,$390.000,1 dormitorio,1 baño,45 m² útiles,"San Eugenio, Parque San Eugenio - ..."
Departamento Gamero Id: 135500,$350.000,2 dormitorios,1 baño,37 m² útiles,"Gamero, Juan Antonio Ríos, Indepen..."
Departamento Avenida Carlos Valdovinos Id: 4914,$450.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Carlos Valdovinos, Carlos ..."
Departamento Álvarez De Toledo Id: 141772,$350.000,2 dormitorios,1 baño,45 m² útiles,"Álvarez De Toledo, El Llano, San M..."
Departamento Club Hípico Id: 139219,$400.000,2 dormitorios,2 baños,50 m² útiles,"Club Hípico, Barrio República, San..."
Departamento Montau Id: 7926,$247.000,1 dormitorio,1 baño,25 m² útiles,"Montau, Plaza Chacabuco, Independe..."
Departamento Sazié Id: 80380,$460.000,2 dormitorios,2 baños,44 m² útiles,"Sazié, Ejército - Toesca, Santiago"
Departamento Avenida Independencia Id: 141014,$590.000,3 dormitorios,2 baños,65 m² útiles,"Avenida Independencia, Hospitales,..."
Departamento Avenida Presidente Balmaceda Id: 113103,$405.000,2 dormitorios,2 baños,46 m² útiles,"Avenida Presidente Balmaceda, Parq..."
Departamento Quinta Avenida Id: 113469,$150.000,1 dormitorio,1 baño,32 m² útiles,"Quinta Avenida, Ciudad Del Niño, S..."
Departamento Avenida Nueva Providencia Id: 141407,UF27,3 dormitorios,2 baños,126 m² útiles,"Avenida Nueva Providencia, Metro T..."
Departamento Lord Cochrane Id: 139537,$370.000,2 dormitorios,1 baño,40 m² útiles,"Lord Cochrane, Parque Almagro, San..."
Departamento Hipódromo Chile Id: 137173,$405.000,2 dormitorios,1 baño,50 m² útiles,"Hipódromo Chile, Plaza Chacabuco, ..."
Departamento Cueto Id: 16197,$425.000,2 dormitorios,2 baños,45 m² útiles,"Cueto, Barrio Yungay, Santiago"
Departamento Santa Rosa Id: 39784,$152.500,2 dormitorios,1 baño,42 m² útiles,"Santa Rosa, Ciudad Del Niño, San M..."
Departamento Diego De Almagro Id: 77570,UF16,1 dormitorio,1 baño,43 m² útiles,"Diego De Almagro, Diego De Almagro..."
Departamento Avenida Ochagavia Id: 124797,$296.240,2 dormitorios,1 baño,30 m² útiles,"Avenida Ochagavia, El Observatorio..."
Departamento Nicasio Retamales Id: 139318,$236.992,1 dormitorio,1 baño,25 m² útiles,"Nicasio Retamales, Universidad De ..."
Departamento Avenida Inglaterra Id: 127126,$150.000,1 dormitorio,1 baño,30 m² útiles,"Avenida Inglaterra, Hospitales, In..."
Departamento Dieciocho Id: 140065,$370.000,2 dormitorios,1 baño,50 m² útiles,"Dieciocho, Parque Almagro, Santiago"
Departamento San Isidro Id: 93544,$435.000,2 dormitorios,1 baño,45 m² útiles,"San Isidro, Santa Isabel, Santiago"
Departamento Presidente Balmaceda Id: 24532,$320.000,1 dormitorio,1 baño,33 m² útiles,"Presidente Balmaceda, Parque Los R..."
Departamento Morandé Id: 108816,$430.000,2 dormitorios,2 baños,57 m² útiles,"Morandé, Centro Histórico De Santi..."
Departamento Avenida Inglaterra Id: 127125,$150.000,1 dormitorio,1 baño,30 m² útiles,"Avenida Inglaterra, Hospitales, In..."
